status
Statement executed successfully.

status
Statement executed successfully.

ATTACHMENT_SOURCE,TRANSACTION_ID,PAYOFFUID,LOANID,LOAN_TRANSACTION_DATE,EFFECTIVE_DATE,LOAN_TRANSACTION_TYPE,DESCRIPTION,LOAN_TRANSACTION_AMOUNT,PAYMENT_FLAG,LOAN_PRINCIPAL,LOAN_INTEREST,STARTING_BALANCE,ENDING_BALANCE,POSTCHARGEOFFEVENT,CHARGEOFFEVENTIND,LOAN_REVERSED,LOAN_REJECTED,LOAN_CLEARED,ORIGINATION_DATE,LOAN_AMOUNT,TERM,INTEREST_RATE,LOAN_CLOSED_DATE,CHARGE_OFF_DATE
Attachment_B,8708943,2402c636-6efb-4980-89ec-7c77518a765f,188906,2025-07-24,2025-07-24,Payment,Regular: Transaction ID 8708943,718.88,True,373.11,345.77,24246.74,23873.63,False,False,0,0,0,2025-04-24,25000.0000,48.00000,16.7900,,
Attachment_B,8582970,264c4278-f02b-4348-8f21-5e8f6f44d2d9,218575,2025-05-17,2025-05-17,Payment,Regular: Transaction ID 8582970,300.00,True,166.45,133.55,15000.00,14833.55,False,False,0,0,1,2025-05-01,15000.0000,36.00000,20.3100,,
Attachment_B,8603643,264c4278-f02b-4348-8f21-5e8f6f44d2d9,218575,2025-05-30,2025-05-30,Payment,Regular: Transaction ID 8603643,300.00,True,192.70,107.30,14833.55,14640.85,False,False,0,0,1,2025-05-01,15000.0000,36.00000,20.3100,,
Attachment_B,8629122,264c4278-f02b-4348-8f21-5e8f6f44d2d9,218575,2025-06-13,2025-06-13,Payment,Regular: Transaction ID 8629122,300.00,True,185.95,114.05,14640.85,14454.90,False,False,0,0,1,2025-05-01,15000.0000,36.00000,20.3100,,
Attachment_B,8661204,264c4278-f02b-4348-8f21-5e8f6f44d2d9,218575,2025-06-27,2025-06-27,Payment,Regular: Transaction ID 8661204,300.00,True,187.39,112.61,14454.90,14267.51,False,False,0,0,1,2025-05-01,15000.0000,36.00000,20.3100,,
Attachment_B,8686647,264c4278-f02b-4348-8f21-5e8f6f44d2d9,218575,2025-07-11,2025-07-11,Payment,Regular: Transaction ID 8686647,300.00,True,188.86,111.14,14267.51,14078.65,False,False,0,0,1,2025-05-01,15000.0000,36.00000,20.3100,,
Attachment_B,8710897,264c4278-f02b-4348-8f21-5e8f6f44d2d9,218575,2025-07-25,2025-07-25,Payment,Regular: Transaction ID 8710897,300.00,True,190.33,109.67,14078.65,13888.32,False,False,0,0,0,2025-05-01,15000.0000,36.00000,20.3100,,
Attachment_B,8597930,272ea105-4acc-427b-b997-7c59b67887af,188847,2025-05-24,2025-05-25,Payment,Regular: Transaction ID 8597930,660.53,True,252.65,407.88,25000.00,24747.35,False,False,0,0,1,2025-04-25,25000.0000,60.00000,19.8500,,
Attachment_B,8653701,272ea105-4acc-427b-b997-7c59b67887af,188847,2025-06-24,2025-06-25,Payment,Regular: Transaction ID 8653701,660.53,True,243.32,417.21,24747.35,24504.03,False,False,0,0,1,2025-04-25,25000.0000,60.00000,19.8500,,
Attachment_B,8710404,272ea105-4acc-427b-b997-7c59b67887af,188847,2025-07-24,2025-07-25,Payment,Regular: Transaction ID 8710404,660.53,True,260.75,399.78,24504.03,24243.28,False,False,0,0,0,2025-04-25,25000.0000,60.00000,19.8500,,
Attachment_B,8616563,2b4fa978-42f2-40c5-bd35-c376dc670959,277335,2025-06-05,2025-06-06,Payment,Regular: Transaction ID 8616563,189.25,True,98.80,90.45,5000.00,4901.20,False,False,0,0,1,2025-05-06,5000.0000,36.00000,21.3000,,
Attachment_B,8673473,2b4fa978-42f2-40c5-bd35-c376dc670959,277335,2025-07-03,2025-07-06,Payment,Regular: Transaction ID 8673473,189.25,True,103.45,85.80,4901.20,4797.75,False,False,0,0,1,2025-05-06,5000.0000,36.00000,21.3000,,
Attachment_B,8644499,2b92cdf7-b5a9-493f-826a-878eb3ef32e1,356593,2025-06-18,2025-06-19,Payment,Regular: Transaction ID 8644499,719.03,True,362.53,356.50,25000.00,24637.47,False,False,0,0,1,2025-05-19,25000.0000,48.00000,16.7900,2025-07-01,
Attachment_B,8666088,2b92cdf7-b5a9-493f-826a-878eb3ef32e1,356593,2025-07-01,2025-07-01,Payment,Payoff: Transaction ID 8666088,24773.47,True,24637.47,136.00,24637.47,0.00,False,False,0,0,1,2025-05-19,25000.0000,48.00000,16.7900,2025-07-01,
Attachment_B,8570314,2bbbff4b-f7c3-46ac-a10b-8c91317c97cc,173829,2025-05-14,2025-05-14,Payment,Regular: Transaction ID 8570314,800.00,True,564.11,235.89,20000.00,19435.89,False,False,0,0,1,2025-04-23,20000.0000,36.00000,20.5000,,
Attachment_B,8662248,2bbbff4b-f7c3-46ac-a10b-8c91317c97cc,173829,2025-06-30,2025-06-30,Payment,Regular: Transaction ID 8662248,748.58,True,235.53,513.05,19435.89,19200.36,False,False,0,0,1,2025-04-23,20000.0000,36.00000,20.5000,,
Attachment_B,8642656,2e15ba20-a675-44a0-9675-f82cdef06e79,356596,2025-06-18,2025-06-19,Payment,Regular: Transaction ID 8642656,800.70,True,455.96,344.74,22000.00,21544.04,False,False,0,0,1,2025-05-19,22000.0000,36.00000,18.4500,,
Attachment_B,8700163,2e15ba20-a675-44a0-9675-f82cdef06e79,356596,2025-07-18,2025-07-19,Payment,Regular: Transaction ID 8700163,800.70,True,474.00,326.70,21544.04,21070.04,False,False,0,0,1,2025-05-19,22000.0000,36.00000,18.4500,,
Attachment_B,7377078,2ea893f7-7520-4bca-93c3-ad40330e3531,173822,2025-05-07,2025-05-08,Payment,Regular: Transaction ID 7377078,748.58,True,580.09,168.49,20000.00,19419.91,False,False,0,0,1,2025-04-23,20000.0000,36.00000,20.5000,,
Attachment_B,8620213,2ea893f7-7520-4bca-93c3-ad40330e3531,173822,2025-06-06,2025-06-08,Payment,Regular: Transaction ID 8620213,748.58,True,410.46,338.12,19419.91,19009.45,False,False,0,0,1,2025-04-23,20000.0000,36.00000,20.5000,,
Attachment_B,8677110,2ea893f7-7520-4bca-93c3-ad40330e3531,173822,2025-07-07,2025-07-08,Payment,Regular: Transaction ID 8677110,748.58,True,428.28,320.30,19009.45,18581.17,False,False,0,0,1,2025-04-23,20000.0000,36.00000,20.5000,,
Attachment_B,8636588,30759e84-4055-4033-96a6-04abff4c1be7,310633,2025-06-14,2025-06-15,Payment,Regular: Transaction ID 8636588,748.76,True,321.91,426.85,19678.09,19356.18,False,False,1,0,0,2025-05-08,20000.0000,36.00000,20.5000,,
Attachment_B,8645763,30759e84-4055-4033-96a6-04abff4c1be7,310633,2025-06-20,2025-06-20,Payment,Regular: Transaction ID 8645763,748.76,True,265.75,483.01,20000.00,19734.25,False,False,0,0,1,2025-05-08,20000.0000,36.00000,20.5000,,
Attachment_B,8690450,30759e84-4055-4033-96a6-04abff4c1be7,310633,2025-07-14,2025-07-15,Payment,Regular: Transaction ID 8690450,748.76,True,471.67,277.09,19734.25,19262.58,False,False,0,0,1,2025-05-08,20000.0000,36.00000,20.5000,,
Attachment_B,8661675,336eab30-2132-4319-8d43-fc2c44bb7a65,357080,2025-06-29,2025-06-30,Payment,Regular: Transaction ID 8661675,515.79,True,198.15,317.64,20000.00,19801.85,False,False,0,0,1,2025-05-30,20000.0000,60.00000,18.7000,,
Attachment_B,8717317,336eab30-2132-4319-8d43-fc2c44bb7a65,357080,2025-07-29,2025-07-30,Payment,Regular: Transaction ID 8717317,515.79,True,211.44,304.35,19801.85,19590.41,False,False,0,0,0,2025-05-30,20000.0000,60.00000,18.7000,,
Attachment_B,8636347,356261dc-048b-4bd9-9daf-d4d65cead877,267556,2025-06-13,2025-06-13,Payment,Regular: Transaction ID 8636347,660.67,True,294.09,366.58,18000.00,17705.91,False,False,0,0,1,2025-05-05,18000.0000,36.00000,19.0600,,
Attachment_B,8693641,356261dc-048b-4bd9-9daf-d4d65cead877,267556,2025-07-15,2025-07-15,Payment,Regular: Transaction ID 8693641,660.67,True,364.80,295.87,17705.91,17341.11,False,False,0,0,1,2025-05-05,18000.0000,36.00000,19.0600,,
Attachment_B,8628201,38d8e6aa-ad6b-4dc3-affd-4095d9fd328d,356280,2025-06-12,2025-06-13,Payment,Regular: Transaction ID 8628201,487.94,True,282.13,205.81,13500.00,13217.87,False,False,0,0,1,2025-05-13,13500.0000,36.00000,17.9500,,
Attachment_B,8685397,38d8e6aa-ad6b-4dc3-affd-4095d9fd328d,356280,2025-07-11,2025-07-13,Payment,Regular: Transaction ID 8685397,487.94,True,292.93,195.01,13217.87,12924.94,False,False,0,0,1,2025-05-13,13500.0000,36.00000,17.9500,,
Attachment_B,8631083,3982cbd8-ad40-4fdb-a7f2-98860438cbcc,356436,2025-06-13,2025-06-14,Payment,Regular: Transaction ID 8631083,471.50,True,270.55,200.95,13000.00,12729.45,False,False,0,0,1,2025-05-14,13000.0000,36.00000,18.2000,,
Attachment_B,8686574,3982cbd8-ad40-4fdb-a7f2-98860438cbcc,356436,2025-07-11,2025-07-14,Payment,Regular: Transaction ID 8686574,471.50,True,281.08,190.42,12729.45,12448.37,False,False,0,0,1,2025-05-14,13000.0000,36.00000,18.2000,,
Attachment_B,8619024,42779e29-f9d8-4678-8d8c-93986dd69818,294011,2025-06-06,2025-06-07,Payment,Regular: Transaction ID 8619024,544.04,True,312.18,231.86,15000.00,14687.82,False,False,0,0,1,2025-05-07,15000.0000,36.00000,18.2000,,
Attachment_B,8674463,42779e29-f9d8-4678-8d8c-93986dd69818,294011,2025-07-03,2025-07-07,Payment,Regular: Transaction ID 8674463,544.04,True,324.33,219.71,14687.82,14363.49,False,False,0,0,1,2025-05-07,15000.0000,36.00000,18.2000,,
Attachment_B,8591687,4ff6bd6a-b6a3-4e82-bba6-8b886430607a,173823,2025-05-22,2025-05-23,Payment,Regular: Transaction ID 8591687,374.29,True,205.80,168.49,10000.00,9794.20,False,False,0,0,1,2025-04-23,10000.0000,36.00000,20.5000,2025-06-14,
Attachment_B,8636686,4ff6bd6a-b6a3-4e82-bba6-8b886430607a,173823,2025-06-14,2025-06-14,Payment,Payoff: Transaction ID 8636686,9915.22,True,9794.20,121.02,9794.20,0.00,False,False,0,0,1,2025-04-23,10000.0000,36.00000,20.5000,2025-06-14,
Attachment_B,8613105,56eb8451-8c8e-49d9-9b53-a010e3c36fef,203800,2025-06-04,2025-06-04,Payment,Regular: Transaction ID 8613105,650.00,True,241.50,408.50,20000.00,19758.50,False,False,0,0,1,2025-04-30,20000.0000,48.00000,21.3000,,
Attachment_B,8675661,56eb8451-8c8e-49d9-9b53-a010e3c36fef,203800,2025-07-05,2025-07-05,Payment,Regular: Transaction ID 8675661,595.46,True,238.03,357.43,19758.50,19520.47,False,False,0,0,1,2025-04-30,20000.0000,48.00000,21.3000,,
Attachment_B,8609211,57dd3811-b5be-4548-8363-e61fde9a3065,218576,2025-05-31,2025-06-01,Payment,Regular: Transaction ID 8609211,820.63,True,272.82,547.81,30000.00,29727.18,False,False,0,0,1,2025-05-01,30000.0000,60.00000,21.5000,,
Attachment_B,8665220,57dd3811-b5be-4548-8363-e61fde9a3065,218576,2025-06-30,2025-07-01,Payment,Regular: Transaction ID 8665220,820.63,True,295.31,525.32,29727.18,29431.87,False,False,0,0,1,2025-05-01,30000.0000,60.00000,21.5000,,
Attachment_B,8614602,5933c20d-6f64-454d-bdec-257d1ca22cb5,267558,2025-06-04,2025-06-05,Payment,Regular: Transaction ID 8614602,357.30,True,236.91,120.39,7000.00,6763.09,False,False,0,0,1,2025-05-05,7000.0000,24.00000,20.2500,,
Attachment_B,8672422,5933c20d-6f64-454d-bdec-257d1ca22cb5,267558,2025-07-03,2025-07-05,Payment,Regular: Transaction ID 8672422,357.30,True,244.74,112.56,6763.09,6518.35,False,False,0,0,1,2025-05-05,7000.0000,24.00000,20.2500,,
Attachment_B,8603265,5a25c83d-d6af-4c7e-954a-81238b85df0b,310637,2025-05-29,2025-05-29,Payment,Regular: Transaction ID 8603265,800.00,True,563.67,236.33,21000.00,20436.33,False,False,0,0,1,2025-05-08,21000.0000,36.00000,19.5600,2025-07-22,
Attachment_B,8681189,5a25c83d-d6af-4c7e-954a-81238b85df0b,310637,2025-07-10,2025-07-10,Payment,Regular: Transaction ID 8681189,776.12,True,316.16,459.96,20436.33,20120.17,False,False,0,0,1,2025-05-08,21000.0000,36.00000,19.5600,2025-07-22,
Attachment_B,8705501,5a25c83d-d6af-4c7e-954a-81238b85df0b,310637,2025-07-22,2025-07-22,Payment,Payoff: Transaction ID 8705501,20249.56,True,20120.17,129.39,20120.17,0.00,False,False,0,0,1,2025-05-08,21000.0000,36.00000,19.5600,2025-07-22,
Attachment_B,8630993,5b2ebd0e-ef1b-4c2b-9daf-7446c5919d99,356433,2025-06-13,2025-06-14,Payment,Regular: Transaction ID 8630993,332.62,True,183.11,149.51,9000.00,8816.89,False,False,0,0,1,2025-05-14,9000.0000,36.00000,19.5600,,
Attachment_B,8686348,5b2ebd0e-ef1b-4c2b-9daf-7446c5919d99,356433,2025-07-11,2025-07-14,Payment,Regular: Transaction ID 8686348,332.62,True,190.87,141.75,8816.89,8626.02,False,False,0,0,1,2025-05-14,9000.0000,36.00000,19.5600,,
Attachment_B,8577423,5bfb3052-a13b-48bf-8768-233e2e82983f,128756,2025-05-15,2025-05-16,Payment,Regular: Transaction ID 8577423,737.36,True,418.46,318.90,20000.00,19581.54,False,False,0,0,1,2025-04-16,20000.0000,36.00000,19.4000,2025-05-24,
Attachment_B,8597794,5bfb3052-a13b-48bf-8768-233e2e82983f,128756,2025-05-24,2025-05-24,Payment,Payoff: Transaction ID 8597794,19664.80,True,19581.54,83.26,19581.54,0.00,False,False,0,0,1,2025-04-16,20000.0000,36.00000,19.4000,2025-05-24,
Attachment_B,8650233,5e33ef73-4711-4793-998e-2c4717a4d322,356535,2025-06-21,2025-06-21,Payment,Regular: Transaction ID 8650233,8400.00,True,8179.07,220.93,10000.00,1820.93,False,False,0,0,1,2025-05-16,10000.0000,48.00000,22.4000,,
Attachment_B,8583245,5eed3c4e-f8d7-40f3-a255-2a1f0d91e6a6,234792,2025-05-18,2025-05-19,Payment,Regular: Transaction ID 8583245,700.00,True,546.95,153.05,16800.00,16253.05,False,False,0,0,1,2025-05-02,16800.0000,36.00000,19.5600,,
Attachment_B,8658102,5eed3c4e-f8d7-40f3-a255-2a1f0d91e6a6,234792,2025-06-27,2025-06-27,Payment,Regular: Transaction ID 8658102,700.00,True,360.31,339.69,16253.05,15892.74,False,False,0,0,1,2025-05-02,16800.0000,36.00000,19.5600,,
Attachment_B,8717110,5eed3c4e-f8d7-40f3-a255-2a1f0d91e6a6,234792,2025-07-29,2025-07-29,Payment,Regular: Transaction ID 8717110,700.00,True,427.47,272.53,15892.74,15465.27,False,False,0,0,0,2025-05-02,16800.0000,36.00000,19.5600,,
Attachment_B,8617519,608a9228-57b5-4b65-946e-e7083f299178,356284,2025-06-06,2025-06-06,Payment,Regular: Transaction ID 8617519,400.00,True,324.67,75.33,8000.00,7675.33,False,False,0,0,1,2025-05-13,8000.0000,24.00000,14.3200,,
Attachment_B,8682343,608a9228-57b5-4b65-946e-e7083f299178,356284,2025-07-10,2025-07-11,Payment,Regular: Transaction ID 8682343,400.00,True,294.60,105.40,7675.33,7380.73,False,False,0,0,1,2025-05-13,8000.0000,24.00000,14.3200,,
Attachment_B,8587577,6b3dc843-35bc-41f8-a0f3-370af1bb9eab,128909,2025-05-20,2025-05-21,Payment,Regular: Transaction ID 8587577,622.78,True,272.64,350.14,20000.00,19727.36,False,False,0,0,1,2025-04-21,20000.0000,48.00000,21.3000,,
Attachment_B,8647604,6b3dc843-35bc-41f8-a0f3-370af1bb9eab,128909,2025-06-20,2025-06-21,Payment,Regular: Transaction ID 8647604,622.78,True,265.90,356.88,19727.36,19461.46,False,False,0,0,1,2025-04-21,20000.0000,48.00000,21.3000,,
Attachment_B,8702927,6b3dc843-35bc-41f8-a0f3-370af1bb9eab,128909,2025-07-18,2025-07-21,Payment,Regular: Transaction ID 8702927,622.78,True,282.07,340.71,19461.46,19179.39,False,False,0,0,1,2025-04-21,20000.0000,48.00000,21.3000,,
Attachment_B,8661431,6c0df0cb-f6e7-42d7-9f69-a9b994373b98,357008,2025-06-28,2025-06-29,Payment,Regular: Transaction ID 8661431,876.50,True,495.33,381.17,24000.00,23504.67,False,False,0,0,1,2025-05-29,24000.0000,36.00000,18.7000,,
Attachment_B,8716491,6c0df0cb-f6e7-42d7-9f69-a9b994373b98,357008,2025-07-28,2025-07-29,Payment,Regular: Transaction ID 8716491,876.50,True,515.24,361.26,23504.67,22989.43,False,False,0,0,0,2025-05-29,24000.0000,36.00000,18.7000,,
Attachment_B,8621332,6d6666d7-4180-418e-b45a-e55c766b12d3,203801,2025-06-07,2025-06-07,Payment,Regular: Transaction ID 8621332,482.16,True,120.64,361.52,14879.36,14758.72,False,False,1,0,0,2025-04-30,15000.0000,48.00000,23.1500,,
Attachment_B,8661265,6d6666d7-4180-418e-b45a-e55c766b12d3,203801,2025-06-28,2025-06-28,Payment,Regular: Transaction ID 8661265,482.16,True,0.00,482.16,15000.00,15000.00,False,False,0,0,1,2025-04-30,15000.0000,48.00000,23.1500,,
Attachment_B,8715812,6d6666d7-4180-418e-b45a-e55c766b12d3,203801,2025-07-26,2025-07-26,Payment,Regular: Transaction ID 8715812,482.16,True,136.63,345.53,15000.00,14863.37,False,False,0,0,0,2025-04-30,15000.0000,48.00000,23.1500,,
Attachment_B,8577387,6e6a438d-34ba-44b5-aafc-874117496c2e,128755,2025-05-15,2025-05-16,Payment,Regular: Transaction ID 8577387,574.96,True,300.64,274.32,15000.00,14699.36,False,False,0,0,1,2025-04-16,15000.0000,36.00000,22.2500,,
Attachment_B,8636037,6e6a438d-34ba-44b5-aafc-874117496c2e,128755,2025-06-13,2025-06-16,Payment,Regular: Transaction ID 8636037,574.96,True,297.18,277.78,14699.36,14402.18,False,False,0,0,1,2025-04-16,15000.0000,36.00000,22.2500,,
Attachment_B,8693232,6e6a438d-34ba-44b5-aafc-874117496c2e,128755,2025-07-15,2025-07-16,Payment,Regular: Transaction ID 8693232,574.96,True,311.58,263.38,14402.18,14090.60,False,False,0,0,1,2025-04-16,15000.0000,36.00000,22.2500,,
Attachment_B,8587540,71d48bb2-11a9-4538-8d02-f19d2656f6de,128905,2025-05-20,2025-05-21,Payment,Regular: Transaction ID 8587540,748.58,True,411.59,336.99,20000.00,19588.41,False,False,0,0,1,2025-04-21,20000.0000,36.00000,20.5000,,
Attachment_B,8647406,71d48bb2-11a9-4538-8d02-f19d2656f6de,128905,2025-06-20,2025-06-21,Payment,Regular: Transaction ID 8647406,748.58,True,407.53,341.05,19588.41,19180.88,False,False,0,0,1,2025-04-21,20000.0000,36.00000,20.5000,,
Attachment_B,8702781,71d48bb2-11a9-4538-8d02-f19d2656f6de,128905,2025-07-18,2025-07-21,Payment,Regular: Transaction ID 8702781,748.58,True,425.40,323.18,19180.88,18755.48,False,False,0,0,1,2025-04-21,20000.0000,36.00000,20.5000,,
Attachment_B,8645237,7242da38-d3a5-4f6c-8da6-d40660e68a55,356637,2025-06-19,2025-06-20,Payment,Regular: Transaction ID 8645237,754.41,True,396.85,357.56,20000.00,19603.15,False,False,0,0,1,2025-05-20,20000.0000,36.00000,21.0500,,
Attachment_B,8701532,7242da38-d3a5-4f6c-8da6-d40660e68a55,356637,2025-07-18,2025-07-20,Payment,Regular: Transaction ID 8701532,754.41,True,415.25,339.16,19603.15,19187.90,False,False,0,0,1,2025-05-20,20000.0000,36.00000,21.0500,,
Attachment_B,8609239,755bf378-3e29-4821-98ce-a93a27619236,267555,2025-05-31,2025-06-01,Payment,Regular: Transaction ID 8609239,492.94,True,369.78,123.16,10000.00,9630.22,False,False,0,0,1,2025-05-05,10000.0000,24.00000,16.6500,,
Attachment_B,8665255,755bf378-3e29-4821-98ce-a93a27619236,267555,2025-06-30,2025-07-01,Payment,Regular: Transaction ID 8665255,492.94,True,361.15,131.79,9630.22,9269.07,False,False,0,0,1,2025-05-05,10000.0000,24.00000,16.6500,,
Attachment_B,8636859,7a5c5d4e-f6d1-41ba-9047-0383a98998da,203802,2025-06-15,2025-06-16,Payment,Regular: Transaction ID 8636859,546.90,True,0.00,546.90,20000.00,20000.00,False,False,0,0,1,2025-04-30,20000.0000,60.00000,21.5000,,
Attachment_B,8693467,7a5c5d4e-f6d1-41ba-9047-0383a98998da,203802,2025-07-15,2025-07-16,Payment,Regular: Transaction ID 8693467,546.90,True,186.68,360.22,20000.00,19813.32,False,False,0,0,1,2025-04-30,20000.0000,60.00000,21.5000,,
Attachment_B,8087521,7f335e64-7582-4729-be36-5f8d4c18d232,128804,2025-05-09,2025-05-10,Payment,Regular: Transaction ID 8087521,308.39,True,228.99,79.40,6000.00,5771.01,False,False,0,0,1,2025-04-17,6000.0000,24.00000,21.0000,,
Attachment_B,8623121,7f335e64-7582-4729-be36-5f8d4c18d232,128804,2025-06-09,2025-06-10,Payment,Regular: Transaction ID 8623121,308.39,True,205.46,102.93,5771.01,5565.55,False,False,0,0,1,2025-04-17,6000.0000,24.00000,21.0000,,
Attachment_B,8680530,7f335e64-7582-4729-be36-5f8d4c18d232,128804,2025-07-09,2025-07-10,Payment,Regular: Transaction ID 8680530,308.39,True,212.33,96.06,5565.55,5353.22,False,False,0,0,1,2025-04-17,6000.0000,24.00000,21.0000,,
Attachment_B,8569567,80fb2d26-1eef-4152-a31f-a5a107f9d079,128641,2025-05-13,2025-05-14,Payment,Regular: Transaction ID 8569567,357.17,True,157.26,199.91,11500.00,11342.74,False,False,0,0,1,2025-04-14,11500.0000,48.00000,21.1500,,
Attachment_B,8630888,80fb2d26-1eef-4152-a31f-a5a107f9d079,128641,2025-06-13,2025-06-14,Payment,Regular: Transaction ID 8630888,357.17,True,153.42,203.75,11342.74,11189.32,False,False,0,0,1,2025-04-14,11500.0000,48.00000,21.1500,,
Attachment_B,8686426,80fb2d26-1eef-4152-a31f-a5a107f9d079,128641,2025-07-11,2025-07-14,Payment,Regular: Transaction ID 8686426,357.17,True,162.66,194.51,11189.32,11026.66,False,False,0,0,1,2025-04-14,11500.0000,48.00000,21.1500,,
Attachment_B,8636951,822ea740-6a41-459a-82d5-a02e1191c80e,310636,2025-06-15,2025-06-16,Payment,Regular: Transaction ID 8636951,570.88,True,251.07,319.81,15500.00,15248.93,False,False,0,0,1,2025-05-08,15500.0000,36.00000,19.3100,,
Attachment_B,8693386,822ea740-6a41-459a-82d5-a02e1191c80e,310636,2025-07-15,2025-07-16,Payment,Regular: Transaction ID 8693386,570.88,True,328.86,242.02,15248.93,14920.07,False,False,0,0,1,2025-05-08,15500.0000,36.00000,19.3100,,
